Cycle,Office,District,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,raceNotes,Raw,Incumbent.Party,dist_num,Abbreviation,Area,Raw2
2016,House,GA-07,Solid R,R,60.38,39.62,0,"174,081","Woodall, Rob",Incumbent,"114,220","Malik, Rashid",Challenger,N/A,N/A,N/A,N/A,"59,861",,11/7/16,Georgia,,Rob Woodall,R,7,GA,District 7,D+10
2016,House,GA-08,Solid R,R,67.64,32.36,0,"173,983","Scott, Austin",Incumbent,"83,225","Harris, James Neal",Challenger,N/A,N/A,N/A,N/A,"90,758",,11/7/16,Georgia,,Austin Scott,R,8,GA,District 8,R+16
2016,House,GA-09,Solid R,R,100,0,0,"256,535","Collins, Doug",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"256,535",,11/7/16,Georgia,,Doug Collins,R,9,GA,District 9,R+22
2016,House,GA-10,Solid R,R,100,0,0.36,"243,725","Hice, Jody",Incumbent,N/A,N/A,N/A,Write-in,886,Challenger,210,"242,839",,11/7/16,Georgia,"The other vote was: Boggs, Patrick A. (Write-in) 210",Jody Hice,R,10,GA,District 10,R+15
2016,House,GA-11,Solid R,R,67.41,32.59,0,"217,935","Loudermilk, Barry",Incumbent,"105,383","Wilson, Don",Challenger,N/A,N/A,N/A,N/A,"112,552",,11/7/16,Georgia,,Barry Loudermilk,R,11,GA,District 11,R+11
2016,House,GA-12,Solid R,R,61.6,38.4,0,"159,492","Allen, Rick",Incumbent,"99,420","McCracken, Patricia",Challenger,N/A,N/A,N/A,N/A,"60,072",,11/7/16,Georgia,,Rick Allen,R,12,GA,District 12,R+8
2016,House,GA-13,Solid D,D,0,100,0,N/A,N/A,N/A,"252,833","Scott, David",Incumbent,N/A,N/A,N/A,N/A,"252,833",,11/7/16,Georgia,,David Scott,D,13,GA,District 13,D+28
2016,House,GA-14,Solid R,R,100,0,0,"216,743","Graves, Tom",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"216,743",,11/7/16,Georgia,,Tom Graves,R,14,GA,District 14,R+22
2016,House,HI-01,Solid D,D,24.01,75.99,3.26,"45,958","Ostrov, Shirlene D.",Challenger,"145,417","Hanabusa, Colleen",Challenger,Libertarian,"6,601",Challenger,"4,381","99,459",,11/7/16,Hawaii,"The other vote was: Griffin, Calvin (No Party Affiliation) 4,381",Vacant,D,1,HI,District 1,D+14
2016,House,HI-02,Solid D,D,18.84,81.16,0,"39,668","Kaaihue, Angela Aulani",Challenger,"170,848","Gabbard, Tulsi",Incumbent,N/A,N/A,N/A,N/A,"131,180",,11/7/16,Hawaii,,Tulsi Gabbard,D,2,HI,District 2,D+14
2016,House,ID-01,Solid R,R,68.18,31.82,0.01,"242,252","Labrador, Raul R.",Incumbent,"113,052","Piotrowski, James",Challenger,Write-in,53,Challenger,N/A,"129,200",,11/7/16,Idaho,,Raúl Labrador,R,1,ID,District 1,R+22
2016,House,ID-02,Solid R,R,68.15,31.85,7.66,"205,292","Simpson, Michael K.",Incumbent,"95,940","Martinez, Jennifer",Challenger,Constitution,"25,005",Challenger,N/A,"109,352",,11/7/16,Idaho,,Mike Simpson,R,2,ID,District 2,R+14
2016,House,IL-01,Solid D,D,25.9,74.1,0,"81,817","Deuser, August (O'Neill)",Challenger,"234,037","Rush, Bobby L.",Incumbent,Write-in,8,Challenger,N/A,"152,220",,11/7/16,Illinois,,Bobby Rush,D,1,IL,District 1,D+20
2016,House,IL-02,Solid D,D,20.19,79.81,0,"59,471","Morrow, John F.",Challenger,"235,051","Kelly, Robin L.",Incumbent,Write-in,N/A,Challenger,N/A,"175,580",,11/7/16,Illinois,,Robin Kelly,D,2,IL,District 2,D+19
2016,House,IL-03,Solid D,D,0,100,0.04,N/A,N/A,N/A,"225,320","Lipinski, Daniel William",Incumbent,Write-in,91,Challenger,N/A,"225,229",,11/7/16,Illinois,,Daniel Lipinski,D,3,IL,District 3,D+20
2016,House,IL-04,Solid D,D,0,100,0,N/A,N/A,N/A,"171,297","Gutierrez, Luis V.",Incumbent,N/A,N/A,N/A,N/A,"171,297",,11/7/16,Illinois,,Luis Gutiérrez,D,4,IL,District 4,D+22
2016,House,IL-05,Solid D,D,28.83,71.17,4.67,"86,222","Kolber, Vincent A.",Challenger,"212,842","Quigley, Mike",Incumbent,Green,"14,657",Challenger,3,"126,620",,11/7/16,Illinois,"The other vote was: Krynski, Michael (Write-in) 3",Mike Quigley,D,5,IL,District 5,D+18
2016,House,IL-07,Solid D,D,15.76,84.24,0,"46,882","Leef, Jeffrey A",Challenger,"250,584","Davis, Danny K.",Incumbent,N/A,N/A,N/A,N/A,"203,702",,11/7/16,Illinois,,Danny Davis,D,7,IL,District 7,D+36
2016,House,IL-08,Solid D,D,41.69,58.31,0,"103,617","DiCianni, Peter",Challenger,"144,954","Krishnamoorthi, Raja",Challenger,N/A,N/A,N/A,N/A,"41,337",,11/7/16,Illinois,,Open (Duckworth),D,8,IL,District 8,D+6
2016,House,IL-09,Solid D,D,33.52,66.48,0.02,"109,550","Lasonde, Joan McCarthy",Challenger,"217,306","Schakowsky, Janice D.",Incumbent,Write-in,79,Challenger,13,"107,756",,11/7/16,Illinois,"The other vote was: Atanus, Susanne (Write-in) 13",Jan Schakowsky,D,9,IL,District 9,D+19
2016,House,IL-10,Toss Up,D,47.39,52.61,0.01,"135,535","Dold, Robert",Incumbent,"150,435","Schneider, Brad",Challenger,Write-in,26,Challenger,N/A,"14,900",,11/7/16,Illinois,,Rep. Robert Dold,R,10,IL,District 10,D+11
2016,House,IL-11,Solid D,D,39.55,60.45,0,"108,995","Khouri, Tonia",Challenger,"166,578","Foster, Bill",Incumbent,N/A,N/A,N/A,N/A,"57,583",,11/7/16,Illinois,,Bill Foster,D,11,IL,District 11,D+5
2016,House,IL-12,Likely R,R,57.77,42.23,6,"169,976","Bost, Mike",Incumbent,"124,246","Baricevic, Charles",Challenger,Green,"18,780",Challenger,N/A,"45,730",,11/7/16,Illinois,,Mike Bost,R,12,IL,District 12,R+24
2016,House,IL-13,Solid R,R,59.66,40.34,0,"187,583","Davis, Rodney L.",Incumbent,"126,811","Wicklund, Mark D.",Challenger,N/A,N/A,N/A,N/A,"60,772",,11/7/16,Illinois,,Rodney Davis,R,13,IL,District 13,D+3
2016,House,IL-14,Solid R,R,59.3,40.7,0,"200,508","Hultgren, Randy M.",Incumbent,"137,589","Walz, Jim",Challenger,N/A,N/A,N/A,N/A,"62,919",,11/7/16,Illinois,,Randy Hultgren,R,14,IL,District 14,D+4
2016,House,IL-15,Solid R,R,100,0,0,"274,554","Shimkus, John M.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"274,554",,11/7/16,Illinois,,John Shimkus,R,15,IL,District 15,R+22
2016,House,IL-16,Solid R,R,100,0,0.05,"259,722","Kinzinger, Adam",Incumbent,N/A,N/A,N/A,Write-in,131,Challenger,N/A,"259,591",,11/7/16,Illinois,,Adam Kinzinger,R,16,IL,District 16,R+13
2016,House,IL-17,Solid D,D,39.69,60.31,0,"113,943","Harlan, Patrick",Challenger,"173,125","Bustos, Cheri",Incumbent,N/A,N/A,N/A,N/A,"59,182",,11/7/16,Illinois,,Cheri Bustos,D,17,IL,District 17,D+2
2016,House,IL-18,Solid R,R,72.13,27.87,0,"250,506","LaHood, Darin",Incumbent,"96,770","Rodriguez, Junius",Challenger,Write-in,7,Challenger,N/A,"153,736",,11/7/16,Illinois,,Darin LaHood,R,18,IL,District 18,
2016,House,IN-01,Solid D,D,0,100,18.48,N/A,N/A,N/A,"207,515","Visclosky, Peter J.",Incumbent,Libertarian,"47,051",Challenger,17,"160,464",,11/7/16,Indiana,"The other vote was: Meyer, John (Write-in) 17",Peter Visclosky,D,1,IN,District 1,D+3
2016,House,IN-02,Likely R,R,61.61,38.39,3.82,"164,355","Walorski, Jackie",Incumbent,"102,401","Coleman, Lynn C.",Challenger,Libertarian,"10,601",Challenger,N/A,"61,954",,11/7/16,Indiana,,Jackie Walorski,R,2,IN,District 2,R+14
2016,House,IN-03,Solid R,R,75.31,24.69,6.9,"201,396","Banks, James",Challenger,"66,023","Schrader, Thomas Allen",Challenger,Libertarian,"19,828",Challenger,N/A,"135,373",,11/7/16,Indiana,,Open (Stutzman),R,3,IN,District 3,R+18
2016,House,IN-04,Solid R,R,67.94,32.06,4.93,"193,412","Rokita, Todd",Incumbent,"91,256","Dale, John",Challenger,Libertarian,"14,766",Challenger,N/A,"102,156",,11/7/16,Indiana,,Todd Rokita,R,4,IN,District 4,R+18
2016,House,IN-05,Solid R,R,64.19,35.81,4.24,"221,957","Brooks, Susan",Incumbent,"123,849","Demaree, Angela",Challenger,Libertarian,"15,329",Challenger,N/A,"98,108",,11/7/16,Indiana,,Susan Brooks,R,5,IN,District 5,R+11
2016,House,IN-06,Solid R,R,72.14,27.86,4.16,"204,920","Messer, Luke",Incumbent,"79,135","Welsh, Barry A.",Challenger,Libertarian,"12,330",Challenger,N/A,"125,785",,11/7/16,Indiana,,Luke Messer,R,6,IN,District 6,R+19
2016,House,IN-07,Solid D,D,37.31,62.69,4.34,"94,456","Ping, Catherine",Challenger,"158,739","Carson, Andre D.",Incumbent,Libertarian,"11,475",Challenger,N/A,"64,283",,11/7/16,Indiana,,André Carson,D,7,IN,District 7,D+19
2016,House,IN-08,Solid R,R,66.78,33.22,4.63,"187,702","Bucshon, Larry D.",Incumbent,"93,356","Drake, Ron",Challenger,Libertarian,"13,655",Challenger,N/A,"94,346",,11/7/16,Indiana,,Larry Bucshon,R,8,IN,District 8,R+19
2016,House,IN-09,Lean R,R,57.23,42.77,5.4,"174,791","Hollingsworth, Trey",Challenger,"130,627","Yoder, Shelli",Challenger,Libertarian,"17,425",Challenger,N/A,"44,164",,11/7/16,Indiana,,Open (Young),R,9,IN,District 9,R+16
2016,House,IA-01,Toss Up,R,53.84,46.16,0.17,"206,903","Blum, Rod",Incumbent,"177,403","Vernon, Monica",Challenger,Write-in,671,Challenger,N/A,"29,500",,11/7/16,Iowa,,Rod Blum,R,1,IA,District 1,R+3
2016,House,IA-02,Solid D,D,46.26,53.74,0.14,"170,933","Peters, Christopher",Challenger,"198,571","Loebsack, David",Incumbent,Write-in,528,Challenger,N/A,"27,638",,11/7/16,Iowa,,David Loebsack,D,2,IA,District 2,R+4
2016,House,IA-03,Lean R,R,57.37,42.63,3.94,"208,598","Young, David",Incumbent,"155,002","Mowrer, Jim",Challenger,Libertarian,"15,372",Challenger,"11,315","53,596",,11/7/16,Iowa,"The other vote was: Addy, Claudia (Independent) 6,348; Grandanette, Joe (Independent) 4,518; Scattered Write-Ins (Write-in) 449",David Young,R,3,IA,District 3,R+3
2016,House,IA-04,Solid R,R,61.32,38.68,0.15,"226,719","King, Steve",Incumbent,"142,993","Weaver, Kim",Challenger,Write-in,547,Challenger,N/A,"83,726",,11/7/16,Iowa,,Steve King,R,4,IA,District 4,R+16
2016,House,KS-02,Solid R,R,65.17,34.83,6.5,"181,228","Jenkins, Lynn",Incumbent,"96,840","Potter, Britani",Challenger,Libertarian,"19,333",Challenger,N/A,"84,388",,11/7/16,Kansas,,Lynn Jenkins,R,2,KS,District 2,R+11
2016,House,KS-03,Lean R,R,55.82,44.18,8.1,"176,022","Yoder, Kevin",Incumbent,"139,300","Sidie, Jay",Challenger,Libertarian,"27,791",Challenger,N/A,"36,722",,11/7/16,Kansas,,Kevin Yoder,R,3,KS,District 3,R+1
2016,House,KS-01,Solid R,R,100,0,26.26,"169,992","Marshall, Roger",Challenger,N/A,N/A,N/A,Independent,"67,739",Challenger,"20,240","102,253",,11/7/16,Kansas,"The other vote was: Burt, Kerry (Libertarian) 19,366; Huelskamp, Tim (Write-in) 874",Open (Huelskamp),R,1,KS,District 1,R+18
2016,House,KS-04,Solid R,R,67.2,32.8,6.91,"166,998","Pompeo, Mike",Incumbent,"81,495","Giroux, Daniel B.",Challenger,Independent,"19,021",Challenger,"7,737","85,503",,11/7/16,Kansas,"The other vote was: Bakken, Gordon J. (Libertarian) 7,737",Michael Pompeo,R,4,KS,District 4,R+14
2016,House,KY-01,Solid R,R,72.64,27.36,0.11,"216,959","Comer, James R.",Challenger,"81,710","Gaskins, Sam",Challenger,Write-in,332,Challenger,N/A,"135,249",,11/7/16,Kentucky,,Vacant,R,1,KY,District 1,R+24
2016,House,KY-02,Solid R,R,100,0,0,"251,825","Guthrie, Brett",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"251,825",,11/7/16,Kentucky,,Brett Guthrie,R,2,KY,District 2,R+21
2016,House,KY-03,Solid D,D,36.5,63.5,0,"122,093","Bratcher, Harold",Challenger,"212,401","Yarmuth, John",Incumbent,N/A,N/A,N/A,N/A,"90,308",,11/7/16,Kentucky,,John Yarmuth,D,3,KY,District 3,D+9
2016,House,KY-04,Solid R,R,71.32,28.68,0,"233,922","Massie, Thomas",Incumbent,"94,065","Sidle, Calvin",Challenger,N/A,N/A,N/A,N/A,"139,857",,11/7/16,Kentucky,,Thomas Massie,R,4,KY,District 4,R+19
2016,House,KY-05,Solid R,R,100,0,0,"221,242","Rogers, Harold",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"221,242",,11/7/16,Kentucky,,Hal Rogers,R,5,KY,District 5,R+32
2016,House,KY-06,Solid R,R,61.09,38.91,0,"202,099","Barr, Garland",Incumbent,"128,728","Kemper, Nancy Jo",Challenger,N/A,N/A,N/A,N/A,"73,371",,11/7/16,Kentucky,,Andy Barr,R,6,KY,District 6,R+9
2016,House,LA-01,Solid R,R,85.34,14.66,3.89,"243,645","Scalise, Steve",Incumbent,"41,840","Dugas, Lee Ann",Challenger,Democrat,"12,708",Challenger,"28,595","201,805",,11/7/16,Louisiana,"The other vote was: Kearney, Howard (Libertarian) 9,405; Swider, Joseph (Democrat) 9,237; Barron, Eliot S. (Green) 6,717; Yang, Chuemai (No Party) 3,236",Steve Scalise,R,1,LA,District 1,R+23
2016,House,LA-02,Solid D,D,0,100,20.1,N/A,N/A,N/A,"198,289","Richmond, Cedric",Incumbent,Democrat,"57,125",Challenger,"28,855","141,164",,11/7/16,Louisiana,"The other vote was: Cutno, Kenneth (Democrat) 28,855",Cedric Richmond,D,2,LA,District 2,D+25
2016,House,LA-03,Solid R,R,100,0,43.89,"77,671","Higgins, Clay",Challenger,N/A,N/A,N/A,Republican,"60,762",Challenger,N/A,"16,909",,11/7/16,Louisiana,,Open (Boustany),R,3,LA,District 3,R+21
2016,House,LA-04,Solid R,R,65.23,34.77,0,"87,370","Johnson, Mike",Challenger,"46,579","Jones, Marshall",Challenger,N/A,N/A,N/A,N/A,"40,791",,11/7/16,Louisiana,,Open (Fleming),R,4,LA,District 4,R+14
2016,House,LA-05,Solid R,R,100,0,18.43,"208,545","Abraham, Ralph Lee",Incumbent,N/A,N/A,N/A,Republican,"47,117",Challenger,N/A,"161,428",,11/7/16,Louisiana,,Ralph Abraham,R,5,LA,District 5,R+17
2016,House,LA-06,Solid R,R,80.78,19.22,10.15,"207,483","Graves, Garret",Incumbent,"49,380","Lieberman, Richard",Challenger,Republican,"33,592",Challenger,"40,643","158,103",,11/7/16,Louisiana,"The other vote was: Sampson, Jermaine (Democrat) 29,822; Fontanesi, Richard M. (Libertarian) 7,603; Graham, Devin Lance (Other) 3,218",Garret Graves,R,6,LA,District 6,R+19
2016,House,ME-01,Solid D,D,41.97,58.03,0.07,"164,569","Holbrook, Mark I.",Challenger,"227,546","Pingree, Chellie",Incumbent,Write-in,276,Challenger,N/A,"62,977",,11/7/16,Maine,,Chellie Pingree,D,1,ME,District 1,D+9
2016,House,ME-02,Toss Up,R,54.8,45.2,0.06,"192,878","Poliquin, Bruce L.",Incumbent,"159,081","Cain, Emily Ann",Challenger,Write-in,224,Challenger,N/A,"33,797",,11/7/16,Maine,,Bruce Poliquin,R,2,ME,District 2,R+6
2016,House,MD-01,Solid R,R,70.07,29.93,4.24,"242,574","Harris, Andy",Incumbent,"103,622","Werner, Joseph",Challenger,Libertarian,"15,370",Challenger,531,"138,952",,11/7/16,Maryland,The other vote was: Scattered Write-Ins (Write-in) 531,Andy Harris,R,1,MD,District 1,R+11
2016,House,MD-02,Solid D,D,34.8,65.2,4.57,"102,577","McDonough, Patrick L.",Challenger,"192,183","Ruppersberger, C. A. Dutch",Incumbent,Libertarian,"14,128",Challenger,592,"89,606",,11/7/16,Maryland,The other vote was: Scattered Write-Ins (Write-in) 592,Dutch Ruppersberger,D,2,MD,District 2,D+7
2016,House,MI-07,Likely R,R,57.9,42.1,4.92,"184,321","Walberg, Timothy",Incumbent,"134,010","Driskell, Gretchen D.",Challenger,Libertarian,"16,476",Challenger,N/A,"50,311",,11/7/16,Michigan,,Tim Walberg,R,7,MI,District 7,R+2
2016,House,MD-03,Solid D,D,34.9,65.1,2.79,"115,048","Plaster, Mark",Challenger,"214,640","Sarbanes, John P.",Incumbent,Green,"9,461",Challenger,526,"99,592",,11/7/16,Maryland,"The other vote was: Scattered Write-Ins (Write-in) 463; Dalrymple, Ann (Write-in) 63",John Sarbanes,D,3,MD,District 3,D+10
2016,House,MD-04,Solid D,D,22.43,77.57,2.56,"68,670","McDermott, George E.",Challenger,"237,501","Brown, Anthony G.",Challenger,Green,"8,204",Challenger,"6,275","168,831",,11/7/16,Maryland,"The other vote was: Krause, Benjamin Lee (Libertarian) 5,744; Scattered Write-Ins (Write-in) 513; Petrus, Adrian (Write-in) 18",Open (Edwards),D,4,MD,District 4,D+40
2016,House,MD-05,Solid D,D,30.36,69.64,3.07,"105,931","Arness, Mark Kenneth",Challenger,"242,989","Hoyer, Steny H.",Incumbent,Libertarian,"11,078",Challenger,636,"137,058",,11/7/16,Maryland,The other vote was: Scattered Write-Ins (Write-in) 636,Steny Hoyer,D,5,MD,District 5,D+15
2016,House,MD-06,Likely D,D,41.74,58.26,2.08,"133,081","Hoeber, Amie",Challenger,"185,770","Delaney, John",Incumbent,Libertarian,"6,889",Challenger,"6,233","52,689",,11/7/16,Maryland,"The other vote was: Gluck, George (Green) 5,824; Scattered Write-Ins (Write-in) 306; Athey, Ted (Write-in) 103",John Delaney,D,6,MD,District 6,D+2
2016,House,MD-07,Solid D,D,22.55,77.45,3.05,"69,556","Vaughn, Corrogan R.",Challenger,"238,838","Cummings, Elijah E.",Incumbent,Green,"9,715",Challenger,803,"169,282",,11/7/16,Maryland,"The other vote was: Scattered Write-Ins (Write-in) 584; Newton, William T. (Write-in) 202; Pearson, Michael T. (Write-in) 17",Elijah Cummings,D,7,MD,District 7,D+30
2016,House,MD-08,Solid D,D,36.1,63.9,3.07,"124,651","Cox, Dan",Challenger,"220,657","Raskin, Jamie",Challenger,Green,"11,201",Challenger,"7,815","96,006",,11/7/16,Maryland,"The other vote was: Wunder, Jasen (Libertarian) 7,283; Scattered Write-Ins (Write-in) 527; Little, Kevin Levester (Write-in) 5",Open (Van Hollen),D,8,MD,District 8,D+29
2016,House,MA-01,Solid D,D,0,100,17.88,N/A,N/A,N/A,"235,803","Neal, Richard E.",Incumbent,Independent,"57,504",Challenger,"28,232","178,299",,11/7/16,Massachusetts,"The other vote was: Simmons, Thomas T (Libertarian) 27,511; Scattered Write-Ins (Write-in) 721",Richard Neal,D,1,MA,District 1,D+9
2016,House,MA-02,Solid D,D,0,100,1.76,N/A,N/A,N/A,"275,487","McGovern, James",Incumbent,Write-in,"4,924",Challenger,N/A,"270,563",,11/7/16,Massachusetts,,Jim McGovern,D,2,MA,District 2,D+13
2016,House,MA-03,Solid D,D,31.23,68.77,0.1,"107,519","Wofford, Roseann Ehrhard",Challenger,"236,713","Tsongas, Nicola S.",Incumbent,Write-in,360,Challenger,N/A,"129,194",,11/7/16,Massachusetts,,Niki Tsongas,D,3,MA,District 3,D+11
2016,House,MA-04,Solid D,D,29.84,70.16,0.09,"113,055","Rosa, David A.",Challenger,"265,823","Kennedy, Joseph Patrick III",Incumbent,Write-in,335,Challenger,N/A,"152,768",,11/7/16,Massachusetts,,Joseph Kennedy,D,4,MA,District 4,D+12
2016,House,MA-05,Solid D,D,0,100,1.45,N/A,N/A,N/A,"285,606","Clark, Katherine  M.",Incumbent,Write-in,"4,201",Challenger,N/A,"281,405",,11/7/16,Massachusetts,,Katherine Clark,D,5,MA,District 5,D+23
2016,House,MA-06,Solid D,D,0,100,1.63,N/A,N/A,N/A,"308,923","Moulton, Seth",Incumbent,Write-in,"5,132",Challenger,N/A,"303,791",,11/7/16,Massachusetts,,Seth Moulton,D,6,MA,District 6,D+11
2016,House,MA-07,Solid D,D,0,100,1.38,N/A,N/A,N/A,"253,354","Capuano, Michael E.",Incumbent,Write-in,"3,557",Challenger,N/A,"249,797",,11/7/16,Massachusetts,,Michael Capuano,D,7,MA,District 7,D+35
2016,House,MA-08,Solid D,D,27.49,72.51,0.13,"102,744","Burke, William",Challenger,"271,019","Lynch, Stephen F.",Incumbent,Write-in,502,Challenger,N/A,"168,275",,11/7/16,Massachusetts,,Stephen Lynch,D,8,MA,District 8,D+15
2016,House,MA-09,Solid D,D,37.63,62.37,6.91,"127,803","Alliegro, Mark C.",Challenger,"211,790","Keating, William Richard",Incumbent,No Party Affiliation,"26,233",Challenger,"14,069","83,987",,11/7/16,Massachusetts,"The other vote was: Cataldo, Christopher D (No Party Affiliation) 8,338; Raduc, Anna Grace (No Party Affiliation) 5,320; Scattered Write-Ins (Write-in) 411",Bill Keating,D,9,MA,District 9,D+6
2016,House,MI-01,Lean R,R,57.81,42.19,3.72,"197,777","Bergman, Jack",Challenger,"144,334","Johnson, Lonnie Barton",Challenger,Libertarian,"13,386",Challenger,"4,774","53,443",,11/7/16,Michigan,"The other vote was: Boal, Ellis (Green) 4,774",Open (Benishek),R,1,MI,District 1,R+13
2016,House,MI-02,Solid R,R,65.81,34.19,2.4,"212,508","Huizenga, Bill",Incumbent,"110,391","Murphy, Dennis B.",Challenger,Libertarian,"8,154",Challenger,"8,275","102,117",,11/7/16,Michigan,"The other vote was: Brady, Matthew A. (Green) 5,353; Graeser, Ronald E. (U.S. Taxpayers) 2,904; Arnold, Joshua (Write-in) 18",Bill Huizenga,R,2,MI,District 2,R+16
2016,House,MI-03,Solid R,R,61.32,38.68,3.04,"203,545","Amash, Justin",Incumbent,"128,400","Smith, Douglas",Challenger,U.S. Taxpayers,"10,420",Challenger,N/A,"75,145",,11/7/16,Michigan,,Justin Amash (I),R,3,MI,District 3,D+1
2016,House,MI-05,Solid D,D,36.47,63.53,2.19,"112,102","Hardwick, Allen",Challenger,"195,279","Kildee, Daniel",Incumbent,Libertarian,"7,006",Challenger,"4,904","83,177",,11/7/16,Michigan,"The other vote was: Mikkelson, Harley G. (Green) 4,904",Daniel Kildee,D,5,MI,District 5,R+15
2016,House,MI-06,Solid R,R,61.7,38.3,4.93,"193,259","Upton, Fred",Incumbent,"119,980","Clements, Paul C.",Challenger,Libertarian,"16,248",Challenger,78,"73,279",,11/7/16,Michigan,"The other vote was: Overton, Richard Miller (Write-in) 78",Fred Upton,R,6,MI,District 6,D+11
2016,House,MI-04,Solid R,R,65.77,34.23,2.7,"194,572","Moolenaar, John",Incumbent,"101,277","Wirth, Debra Freidell",Challenger,Libertarian,"8,516",Challenger,"11,386","93,295",,11/7/16,Michigan,"The other vote was: Zimmer, George (U.S. Taxpayers) 5,595; Salvi, Jordan (Green) 3,953; Butkovich, Keith (Natural Law) 1,838",Rep. John Moolenar,R,4,MI,District 4,R+5
2016,House,MI-08,Lean R,R,58.85,41.15,2.62,"205,629","Bishop, Mike",Incumbent,"143,791","Shkreli, Suzanna",Challenger,Libertarian,"9,619",Challenger,"7,929","61,838",,11/7/16,Michigan,"The other vote was: Green, Maria (Green) 5,679; Burgess, Jeremy (Natural Law) 2,250",Mike Bishop,R,8,MI,District 8,R+1
2016,House,MI-09,Solid D,D,39.24,60.76,2.77,"128,937","Morse, Christopher R.",Challenger,"199,661","Levin, Sander M.",Incumbent,Libertarian,"9,563",Challenger,"6,614","70,724",,11/7/16,Michigan,"The other vote was: McDermott, John (Green) 6,614",Sander Levin,D,9,MI,District 9,R+18
2016,House,MI-10,Solid R,R,66.14,33.86,3.11,"215,132","Mitchell, Paul",Challenger,"110,112","Accavitti, Frank Jr.",Challenger,Libertarian,"10,612",Challenger,"5,127","105,020",,11/7/16,Michigan,"The other vote was: Nofs, Benjamin (Green) 5,127",Open (Miller),R,10,MI,District 10,R+3
2016,House,MI-11,Solid R,R,56.85,43.15,4.38,"200,872","Trott, Dave A.",Incumbent,"152,461","Kumar, Anil",Challenger,Independent,"16,610",Challenger,"9,545","48,411",,11/7/16,Michigan,"The other vote was: Osment, Jonathan  Ray (Libertarian) 9,545",Dave Trott,R,11,MI,District 11,D+7
2016,House,MI-12,Solid D,D,31.26,68.74,2.8,"96,104","Jones, Jeff",Challenger,"211,378","Dingell, Debbie",Incumbent,Working Class,"9,183",Challenger,"11,877","115,274",,11/7/16,Michigan,"The other vote was: Bagwell, Tom (Libertarian) 7,489; Calewarts, Dylan (Green) 4,377; Virk, Ejaz (Write-in) 11",Debbie Dingell,D,12,MI,District 12,D+23
2016,House,MI-13,Solid D,D,16.94,83.06,3.74,"40,541","Gorman, Jeff",Challenger,"198,771","Conyers, John Jr.",Incumbent,Libertarian,"9,648",Challenger,"8,837","158,230",,11/7/16,Michigan,"The other vote was: Johnson, Sam (Working Class) 8,835; Lynch, Clyde Darnell (Write-in) 2",John Conyers,D,13,MI,District 13,D+23
2016,House,MI-14,Solid D,D,19.22,80.78,1.57,"58,103","Klausner, Howard",Challenger,"244,135","Lawrence, Brenda",Incumbent,Libertarian,"4,893",Challenger,"3,843","186,032",,11/7/16,Michigan,"The other vote was: Squier, Marcia (Green) 3,843",Brenda Lawrence,D,14,MI,District 14,
2016,House,MN-01,Solid D,D,49.62,50.38,0.08,"166,526","Hagedorn, James",Challenger,"169,074","Walz, Timothy J.",Incumbent,Write-in,277,Challenger,N/A,"2,548",,11/7/16,Minnesota,,Tim Walz,D,1,MN,District 1,R+7
2016,House,MN-02,Toss Up,R,50.97,49.03,7.79,"173,970","Lewis, Jason",Challenger,"167,315","Craig, Angie",Challenger,Independence,"28,869",Challenger,360,"6,655",,11/7/16,Minnesota,The other vote was: Scattered Write-Ins (Write-in) 360,Open (Kline),R,2,MN,District 2,D+1
2016,House,MN-03,Lean R,R,56.86,43.14,0.29,"223,077","Paulsen, Erik",Incumbent,"169,243","Bonoff, Terri E.",Challenger,Write-in,"1,144",Challenger,N/A,"53,834",,11/7/16,Minnesota,,Erik Paulsen,R,3,MN,District 3,D+8
2016,House,MN-04,Solid D,D,37.32,62.68,7.71,"121,032","Ryan, Greg",Challenger,"203,299","McCollum, Betty",Incumbent,Legalize Marijuana,"27,152",Challenger,461,"82,267",,11/7/16,Minnesota,The other vote was: Scattered Write-Ins (Write-in) 461,Betty McCollum,D,4,MN,District 4,D+17
2016,House,MN-05,Solid D,D,24.4,75.6,8.5,"80,660","Drake, Frank Nelson",Challenger,"249,964","Ellison, Keith",Incumbent,Legalize Marijuana,"30,759",Challenger,499,"169,304",,11/7/16,Minnesota,The other vote was: Scattered Write-Ins (Write-in) 499,Keith Ellison,D,5,MN,District 5,D+30
2016,House,MN-06,Solid R,R,65.68,34.32,0.15,"235,380","Emmer, Tom",Incumbent,"123,008","Snyder, David",Challenger,Write-in,536,Challenger,N/A,"112,372",,11/7/16,Minnesota,,Tom Emmer,R,6,MN,District 6,R+12
