Cycle,Office,District,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,raceNotes,Raw,Incumbent.Party,dist_num,Abbreviation,Area,Raw2
2016,House,MN-07,Solid D,D,47.48,52.52,0.09,"156,952","Hughes, Dave",Challenger,"173,589","Peterson, Collin C.",Incumbent,Write-in,307,Challenger,N/A,"16,637",,11/7/16,Minnesota,,Collin Peterson,D,7,MN,District 7,R+19
2016,House,MN-08,Toss Up,D,49.72,50.28,0.22,"177,089","Mills, Stewart",Challenger,"179,098","Nolan, Richard M.",Incumbent,Write-in,792,Challenger,N/A,"2,009",,11/7/16,Minnesota,,Rick Nolan,D,8,MN,District 8,R+8
2016,House,MS-01,Solid R,R,71.09,28.91,2.06,"206,455","Kelly, Trent",Incumbent,"83,947","Owens, Jacob",Challenger,Libertarian,"6,181",Challenger,"3,840","122,508",,11/7/16,Mississippi,"The other vote was: Toole, Cathy (Reform) 3,840",Trent Kelly,R,1,MS,District 1,R+18
2016,House,MS-02,Solid D,D,30.28,69.72,2.41,"83,542","Bouie, John II",Challenger,"192,343","Thompson, Bennie",Incumbent,Independent,"6,918",Challenger,"3,823","108,801",,11/7/16,Mississippi,"The other vote was: McLeod, Johnny (Reform) 3,823",Bennie Thompson,D,2,MS,District 2,D+11
2016,House,MS-03,Solid R,R,68.55,31.45,2.75,"209,490","Harper, Gregg",Incumbent,"96,101","Quinn, Dennis C.",Challenger,Veterans Party of America,"8,696",Challenger,"2,158","113,389",,11/7/16,Mississippi,"The other vote was: Sheets, Lajena (Reform) 2,158",Gregg Harper,R,3,MS,District 3,R+15
2016,House,MS-04,Solid R,R,70.06,29.94,5.27,"181,323","Palazzo, Steven",Incumbent,"77,505","Gladney, Mark",Challenger,Libertarian,"14,687",Challenger,"5,264","103,818",,11/7/16,Mississippi,"The other vote was: O'Hara, Shawn (Reform) 5,264",Steven Palazzo,R,4,MS,District 4,R+22
2016,House,MO-01,Solid D,D,20.93,79.07,4.56,"62,714","Bailey, Steven G.",Challenger,"236,993","Clay, William Lacy Jr.",Incumbent,Libertarian,"14,317",Challenger,N/A,"174,279",,11/7/16,Missouri,,Lacy Clay,D,1,MO,District 1,D+27
2016,House,MO-02,Solid R,R,60.85,39.15,2.84,"241,954","Wagner, Ann",Incumbent,"155,689","Otto, Bill",Challenger,Libertarian,"11,758",Challenger,"3,895","86,265",,11/7/16,Missouri,"The other vote was: Arnold, David (Green) 3,895",Ann Wagner,R,2,MO,District 2,R+7
2016,House,AL-01,Solid R,R,100,0,3.62,"208,083","Byrne, Bradley",Incumbent,N/A,N/A,N/A,Write-in,"7,810",Challenger,N/A,"200,273",,11/7/16,Alabama,,Bradley Byrne,R,1,AL,District 1,R+16
2016,House,AL-02,Solid R,R,54.62,45.38,10.71,"134,886","Roby, Martha",Incumbent,"112,089","Mathis, Nathan",Challenger,Write-in,"29,609",Challenger,N/A,"22,797",,11/7/16,Alabama,,Martha Roby,R,2,AL,District 2,R+17
2016,House,AL-03,Solid R,R,67.02,32.98,0.14,"192,164","Rogers, Mike D.",Incumbent,"94,549","Smith, Jesse Tremain",Challenger,Write-in,391,Challenger,N/A,"97,615",,11/7/16,Alabama,,Mike Rogers,R,3,AL,District 3,R+19
2016,House,AL-04,Solid R,R,100,0,1.47,"235,925","Aderholt, Robert",Incumbent,N/A,N/A,N/A,Write-in,"3,519",Challenger,N/A,"232,406",,11/7/16,Alabama,,Robert Aderholt,R,4,AL,District 4,R+33
2016,House,AL-05,Solid R,R,66.79,33.21,0.14,"205,647","Brooks, Mo",Incumbent,"102,234","Boyd, Will",Challenger,Write-in,445,Challenger,N/A,"103,413",,11/7/16,Alabama,,Mo Brooks,R,5,AL,District 5,R+17
2016,House,AL-06,Solid R,R,74.56,25.44,0.09,"245,313","Palmer, Gary",Incumbent,"83,709","Putman, David",Challenger,Write-in,284,Challenger,N/A,"161,604",,11/7/16,Alabama,,Gary Palmer,R,6,AL,District 6,R+18
2016,House,AL-07,Solid D,D,0,100,1.59,N/A,N/A,N/A,"229,330","Sewell, Terri A.",Incumbent,Write-in,"3,698",Challenger,N/A,"225,632",,11/7/16,Alabama,,Terri Sewell,D,7,AL,District 7,D+14
2016,House,AK-AL,Lean R,R,58.28,41.72,10.31,"155,088","Young, Don",Incumbent,"111,019","Lindbeck, Steve",Challenger,Libertarian,"31,770",Challenger,"10,321","44,069",,11/7/16,Alaska,"The other vote was: Souphanavong, Bernie (No Party Affiliation) 9,093; Scattered Write-Ins (Write-in) 1,228",Don Young,R,AL,AK,At Large,R+8
2016,House,AZ-01,Lean D,D,46.12,53.88,5.97,"121,745","Babeu, Paul",Challenger,"142,219","O'Halleran, Tom",Challenger,Green,"16,746",Challenger,N/A,"20,474",,11/7/16,Arizona,,Open (Kirkpatrick),D,1,AZ,District 1,R+2
2016,House,AZ-02,Likely R,R,56.96,43.04,0,"179,806","McSally, Martha",Incumbent,"135,873","Heinz, Matt",Challenger,N/A,N/A,N/A,N/A,"43,933",,11/7/16,Arizona,,Martha McSally,R,2,AZ,District 2,R+6
2016,House,AZ-03,Solid D,D,0,100,0.86,N/A,N/A,N/A,"148,973","Grijalva, Raúl M.",Incumbent,Write-in,"1,303",Challenger,759,"147,670",,11/7/16,Arizona,"The other vote was: Vasquez, Jaime (Write-in) 332; Martin, Harvey (Write-in) 283; Sanchez, F. (Write-in) 144",Raúl Grijalva,D,3,AZ,District 3,D+24
2016,House,AZ-04,Solid R,R,71.45,28.55,0,"203,487","Gosar, Paul",Incumbent,"81,296","Weisser, Mikel",Challenger,N/A,N/A,N/A,N/A,"122,191",,11/7/16,Arizona,,Paul Gosar,R,4,AZ,District 4,D+2
2016,House,AZ-05,Solid R,R,64.1,35.9,0,"205,184","Biggs, Andy",Challenger,"114,940","Fuentes, Talia",Challenger,N/A,N/A,N/A,N/A,"90,244",,11/7/16,Arizona,,Open (Salmon),R,5,AZ,District 5,R+11
2016,House,AZ-06,Solid R,R,62.13,37.87,0,"201,578","Schweikert, David",Incumbent,"122,866","Williamson, W. John",Challenger,N/A,N/A,N/A,N/A,"78,712",,11/7/16,Arizona,,David Schweikert,R,6,AZ,District 6,R+3
2016,House,AZ-07,Solid D,D,24.75,75.25,0.04,"39,286","Nunez, Eve",Challenger,"119,465","Gallego, Ruben",Incumbent,Write-in,60,Challenger,N/A,"80,179",,11/7/16,Arizona,,Ruben Gallego,D,7,AZ,District 7,D+15
2016,House,AZ-08,Solid R,R,100,0,31.43,"204,942","Franks, Trent",Incumbent,N/A,N/A,N/A,Green,"93,954",Challenger,75,"110,988",,11/7/16,Arizona,"The other vote was: Keener, Hayden III (Write-in) 75",Trent Franks,R,8,AZ,District 8,R+10
2016,House,AZ-09,Solid D,D,39.06,60.94,0.02,"108,350","Giles, Dave",Challenger,"169,055","Sinema, Kyrsten",Incumbent,Write-in,56,Challenger,46,"60,705",,11/7/16,Arizona,"The other vote was: Bello, Axel (Write-in) 46",Kyrsten Sinema,D,9,AZ,District 9,R+16
2016,House,AR-01,Solid R,R,100,0,23.72,"183,866","Crawford, Rick",Incumbent,N/A,N/A,N/A,Libertarian,"57,181",Challenger,N/A,"126,685",,11/7/16,Arkansas,,Eric Crawford,R,1,AR,District 1,R+22
2016,House,AR-02,Solid R,R,61.31,38.69,4.74,"176,472","Hill, French",Incumbent,"111,347","Curry, Dianne",Challenger,Libertarian,"14,342",Challenger,303,"65,125",,11/7/16,Arkansas,The other vote was: Scattered Write-Ins (Write-in) 303,French Hill,R,2,AR,District 2,R+9
2016,House,AR-03,Solid R,R,100,0,22.68,"217,192","Womack, Steve",Incumbent,N/A,N/A,N/A,Libertarian,"63,715",Challenger,N/A,"153,477",,11/7/16,Arkansas,,Steve Womack,R,3,AR,District 3,R+15
2016,House,AR-04,Solid R,R,100,0,25.1,"182,885","Westerman, Bruce",Incumbent,N/A,N/A,N/A,Libertarian,"61,274",Challenger,N/A,"121,611",,11/7/16,Arkansas,,Bruce Westerman,R,4,AR,District 4,R+20
2016,House,CA-01,Solid R,R,59.05,40.95,0,"185,448","LaMalfa, Doug",Incumbent,"128,588","Reed, Jim",Challenger,N/A,N/A,N/A,N/A,"56,860",,11/7/16,California,,Doug Lamborn,R,1,CA,District 1,R+12
2016,House,CA-02,Solid D,D,23.15,76.85,0,"76,572","Mensing, Dale K.",Challenger,"254,194","Huffman, Jared",Incumbent,N/A,N/A,N/A,N/A,"177,622",,11/7/16,California,,Jared Huffman,D,2,CA,District 2,D+23
2016,House,CA-03,Solid D,D,40.65,59.35,0,"104,453","Cleek, N. Eugene",Challenger,"152,513","Garamendi, John",Incumbent,N/A,N/A,N/A,N/A,"48,060",,11/7/16,California,,John Garamendi,D,3,CA,District 3,R+4
2016,House,CA-04,Solid R,R,62.72,37.28,0,"220,133","McClintock, Tom",Incumbent,"130,845","Derlet, Robert W.",Challenger,N/A,N/A,N/A,N/A,"89,288",,11/7/16,California,,Tom McClintock,R,4,CA,District 4,D+17
2016,House,CA-05,Solid D,D,23.13,76.87,0,"67,565","Santamaria, Carlos",Challenger,"224,526","Thompson, Mike",Incumbent,N/A,N/A,N/A,N/A,"156,961",,11/7/16,California,,Mike Thompson,D,5,CA,District 5,R+9
2016,House,CA-06,Solid D,D,24.57,75.43,0,"57,848","Evans, Robert H. Jr.",Challenger,"177,565","Matsui, Doris",Incumbent,N/A,N/A,N/A,N/A,"119,717",,11/7/16,California,,Doris Matsui,D,6,CA,District 6,D+7
2016,House,MO-03,Solid R,R,70.83,29.17,3.25,"249,865","Luetkemeyer, Blaine",Incumbent,"102,891","Miller, Kevin",Challenger,Libertarian,"11,962",Challenger,"3,615","146,974",,11/7/16,Missouri,"The other vote was: Simmons, Doanita (Constitution) 3,605; Davis, Harold (Write-in) 10",Blaine Luetkemeyer,R,3,MO,District 3,R+16
2016,House,MO-04,Solid R,R,70.9,29.1,4.33,"225,348","Hartzler, Vicky",Incumbent,"92,510","Christensen, Gordon",Challenger,Libertarian,"14,376",Challenger,N/A,"132,838",,11/7/16,Missouri,,Vicky Hartzler,R,4,MO,District 4,R+23
2016,House,MO-05,Solid D,D,39.35,60.65,3,"123,771","Turk, Jacob",Challenger,"190,766","Cleaver, Emanuel II",Incumbent,Libertarian,"9,733",Challenger,N/A,"66,995",,11/7/16,Missouri,,Emanuel Cleaver,D,5,MO,District 5,D+11
2016,House,MO-06,Solid R,R,70.51,29.49,2.32,"238,388","Graves, Samuel B. Jr.",Incumbent,"99,692","Blackwell, David M.",Challenger,Libertarian,"8,123",Challenger,"4,241","138,696",,11/7/16,Missouri,"The other vote was: Diel, Mike (Green) 4,241",Sam Graves,R,6,MO,District 6,R+21
2016,House,MO-07,Solid R,R,71.14,28.86,5.07,"228,692","Long, Billy",Incumbent,"92,756","Williams, Genevieve",Challenger,Libertarian,"17,153",Challenger,6,"135,936",,11/7/16,Missouri,"The other vote was: Thomsen, Amber (Write-in) 6",Billy Long,R,7,MO,District 7,R+24
2016,House,MO-08,Solid R,R,76.65,23.35,2.94,"229,792","Smith, Jason",Incumbent,"70,009","Cowell, Dave",Challenger,Libertarian,"9,070",Challenger,N/A,"159,783",,11/7/16,Missouri,,Jason Smith,R,8,MO,District 8,R+28
2016,House,MT-AL,Likely R,R,58.08,41.92,3.26,"285,358","Zinke, Ryan",Incumbent,"205,919","Juneau, Denise",Challenger,Libertarian,"16,554",Challenger,N/A,"79,439",,11/7/16,Montana,,Rep. Ryan Zinke,R,AL,MT,At Large,
2016,House,NE-01,Solid R,R,69.45,30.55,0,"189,771","Fortenberry, Jeff",Incumbent,"83,467","Wik, Daniel M.",Challenger,N/A,N/A,N/A,N/A,"106,304",,11/7/16,Nebraska,,Jeff Fortenberry,R,1,NE,District 1,R+9
2016,House,NE-02,Toss Up,R,50.62,49.38,3.34,"141,066","Bacon, Don",Challenger,"137,602","Ashford, Brad",Incumbent,Libertarian,"9,640",Challenger,N/A,"3,464",,11/7/16,Nebraska,,Rep. Brad Ashford,D,2,NE,District 2,EVEN
2016,House,NE-03,Solid R,R,100,0,0,"226,907","Smith, Adrian",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"226,907",,11/7/16,Nebraska,,Adrian Smith,R,3,NE,District 3,R+29
2016,House,NV-01,Solid D,D,31.73,68.27,7.38,"54,174","Perry, Mary",Challenger,"116,537","Titus, Dina",Incumbent,Non Partisan,"13,897",Challenger,"3,744","62,363",,11/7/16,Nevada,"The other vote was: Bakari, Kamau (Independent American) 3,744",Dina Titus,D,1,NV,District 1,D+3
2016,House,NV-02,Solid R,R,61.22,38.78,2.77,"182,676","Amodei, Mark",Incumbent,"115,722","Evans, H.D.",Challenger,Independent American,"8,693",Challenger,"6,245","66,954",,11/7/16,Nevada,"The other vote was: Knight, Drew (Independent) 6,245",Mark Amodei,R,2,NV,District 2,R+8
2016,House,NV-03,Toss Up,D,49.32,50.68,3.73,"142,926","Tarkanian, Danny",Challenger,"146,869","Rosen, Jacky",Challenger,Independent American,"11,602",Challenger,"9,566","3,943",,11/7/16,Nevada,"The other vote was: Goossen, David (Independent) 9,566",Open (Heck),R,3,NV,District 3,D+1
2016,House,NV-04,Lean D,D,47.85,52.15,3.84,"118,328","Hardy, Cresent",Incumbent,"128,985","Kihuen, Ruben",Challenger,Libertarian,"10,206",Challenger,"8,327","10,657",,11/7/16,Nevada,"The other vote was: Little, Mike (Independent) 8,327",Rep. Cresent Hardy,R,4,NV,District 4,D+3
2016,House,NH-01,Lean D,D,49.23,50.77,9.49,"157,176","Guinta, Frank C.",Incumbent,"162,080","Shea-Porter, Carol",Challenger,Independent,"34,735",Challenger,"11,993","4,904",,11/7/16,New Hampshire,"The other vote was: Kelly, Brendan (Independent) 6,074; Lombardo, Robert (Libertarian) 5,507; Scattered Write-Ins (Write-in) 194; Potucek, John (Write-in) 163; Ashooh, Richard (Write-in) 55",Rep. Frank Guinta,R,1,NH,District 1,EVEN
2016,House,NH-02,Solid D,D,47.67,52.33,4.87,"158,973","Lawrence, James",Challenger,"174,495","Kuster, Ann McLane",Incumbent,Independent,"17,088",Challenger,237,"15,522",,11/7/16,New Hampshire,The other vote was: Scattered Write-Ins (Write-in) 237,Annie Kuster,D,2,NH,District 2,D+2
2016,House,NJ-01,Solid D,D,38.02,61.98,1.79,"112,388","Patterson, Bob",Challenger,"183,231","Norcross, Donald",Incumbent,We Deserve Better,"5,473",Challenger,"4,381","70,843",,11/7/16,New Jersey,"The other vote was: Sihr, William F. IV (Libertarian) 2,410; Berman, Mike (AmericanIndependents.Org) 1,971",Donald Norcross,D,1,NJ,District 1,D+10
2016,House,NJ-02,Solid R,R,61.4,38.6,1.27,"176,338","LoBiondo, Frank A.",Incumbent,"110,838","Cole, David H.",Challenger,Libertarian,"3,773",Challenger,"6,846","65,500",,11/7/16,New Jersey,"The other vote was: Keenan, James (Make Government Work) 2,653; Fenichel, Steven (Representing the 99%) 1,574; Beechwood, Eric (People's Independent Progressive) 1,387; Franco, Gabriel Brian (For Political Revolution) 1,232",Frank LoBiondo,R,2,NJ,District 2,R+5
2016,House,NJ-03,Solid R,R,60.41,39.59,1.81,"194,596","MacArthur, Tom",Incumbent,"127,526","Lavergne, Frederick John",Challenger,Constitution,"5,938",Challenger,N/A,"67,070",,11/7/16,New Jersey,,Tom MacArthur,R,3,NJ,District 3,D+5
2016,House,NJ-04,Solid R,R,65.53,34.47,1.76,"211,992","Smith, Christopher H.",Incumbent,"111,532","Phillipson, Lorna",Challenger,Economic Growth,"5,840",Challenger,"3,320","100,460",,11/7/16,New Jersey,"The other vote was: Marcus, Jeremy (Libertarian) 3,320",Chris Smith,R,4,NJ,District 4,R+14
2016,House,NJ-05,Toss Up,D,47.74,52.26,2.2,"157,690","Garrett, Scott",Incumbent,"172,587","Gottheimer, Joshua S.",Challenger,Libertarian,"7,424",Challenger,N/A,"14,897",,11/7/16,New Jersey,,E. Scott Garrett,R,5,NJ,District 5,D+4
2016,House,NJ-06,Solid D,D,35.38,64.62,0.73,"91,908","Sonnek-Schmelz, Brent",Challenger,"167,895","Pallone, Frank Jr.",Incumbent,Green,"1,912",Challenger,"1,720","75,987",,11/7/16,New Jersey,"The other vote was: Shamy, Judith (Libertarian) 1,720",Frank Pallone,D,6,NJ,District 6,D+8
2016,House,NJ-07,Solid R,R,55.64,44.36,1.55,"185,850","Lance, Leonard",Incumbent,"148,188","Jacob, Peter",Challenger,Libertarian,"5,343",Challenger,"4,254","37,662",,11/7/16,New Jersey,"The other vote was: Haussmann, Arthur T. Jr. (Conservative) 4,254",Leonard Lance,R,7,NJ,District 7,R+1
2016,House,NJ-08,Solid D,D,19.36,80.64,2.51,"32,337","Khan, Agha",Challenger,"134,733","Sires, Albio",Incumbent,Wake Up USA,"4,381",Challenger,"3,438","102,396",,11/7/16,New Jersey,"The other vote was: Delaney, Dan (Libertarian) 3,438",Albio Sires,D,8,NJ,District 8,D+22
2016,House,NJ-09,Solid D,D,28.67,71.33,1.43,"65,376","Castillo, Hector L.",Challenger,"162,642","Pascrell, William J. Jr.",Incumbent,Libertarian,"3,327",Challenger,"1,897","97,266",,11/7/16,New Jersey,"The other vote was: Boss, Jeff (NSA Did 911) 1,897",Bill Pascrell,D,9,NJ,District 9,D+8
2016,House,NJ-10,Solid D,D,12.17,87.83,1.67,"26,450","Pinckney, David H.",Challenger,"190,856","Payne, Donald M. Jr.",Incumbent,Women of Power,"3,719",Challenger,"1,746","164,406",,11/7/16,New Jersey,"The other vote was: Fraser, Aaron (New Beginning's) 1,746",Donald Payne Jr.,D,10,NJ,District 10,D+30
2016,House,NJ-11,Solid R,R,59.88,40.12,2.11,"194,299","Frelinghuysen, Rodney",Incumbent,"130,162","Wenzel, Joseph M.",Challenger,Financial Independence,"7,056",Challenger,"3,475","64,137",,11/7/16,New Jersey,"The other vote was: Hetrick, Jeff (Libertarian) 3,475",Rodney Frelinghuysen,R,11,NJ,District 11,D+6
2016,House,NJ-12,Solid D,D,33.75,66.25,2.11,"92,407","Uccio, Steven J.",Challenger,"181,430","Coleman, Bonnie Watson",Incumbent,Legalize Marijuana,"6,094",Challenger,"8,703","89,023",,11/7/16,New Jersey,"The other vote was: Shapiro, Robert (Teddy Roosevelt Progressive) 2,775; Fitzpatrick, Thomas (Libertarian) 2,482; Welzer, Steven (Green) 2,135; Bollentin, Michael R. (We the People) 1,311",Bonnie Watson Coleman,D,12,NJ,District 12,D+12
2016,House,NM-01,Solid D,D,34.85,65.15,0,"96,879","Priem, Richard G.",Challenger,"181,088","Grisham, Michelle Lujan",Incumbent,N/A,N/A,N/A,N/A,"84,209",,11/7/16,New Mexico,,Michelle Lujan Grisham,D,1,NM,District 1,D+5
2016,House,NM-02,Solid R,R,62.74,37.26,0.03,"143,515","Pearce, Steve",Incumbent,"85,232","Soules, Merrie Lee",Challenger,Write-in,70,Challenger,N/A,"58,283",,11/7/16,New Mexico,,Steve Pearce,R,2,NM,District 2,D+1
2016,House,NM-03,Solid D,D,37.58,62.42,0,"102,730","Romero, Michael H.",Challenger,"170,612","Lujan, Ben Ray",Incumbent,N/A,N/A,N/A,N/A,"67,882",,11/7/16,New Mexico,,Ben Luján,D,3,NM,District 3,D+4
2016,House,NY-01,Likely R,R,58.22,41.78,0.03,"188,499","Zeldin, Lee M.",Incumbent,"135,278","Throne-Holst, Anna",Challenger,Write-in,113,Challenger,N/A,"53,221",,11/7/16,New York,,Lee Zeldin,R,1,NY,District 1,R+3
2016,House,NY-02,Solid R,R,62.07,37.93,0.05,"181,506","King, Peter T.",Incumbent,"110,938","Gregory, DuWayne",Challenger,Write-in,151,Challenger,N/A,"70,568",,11/7/16,New York,,Peter King,R,2,NY,District 2,R+3
2016,House,NY-03,Lean D,D,47,53,0.05,"152,304","Martins, Jack M.",Challenger,"171,775","Suozzi, Thomas R.",Challenger,Write-in,175,Challenger,N/A,"19,471",,11/7/16,New York,,Open (Israel),D,3,NY,District 3,D+2
2016,House,NY-04,Solid D,D,40.41,59.59,0.04,"126,438","Gurfein, David",Challenger,"186,423","Rice, Kathleen M.",Incumbent,Write-in,139,Challenger,N/A,"59,985",,11/7/16,New York,,Kathleen Rice,D,4,NY,District 4,D+5
2016,House,NY-05,Solid D,D,13.17,86.83,1.53,"30,312","O'Reilly, Michael",Challenger,"199,815","Meeks, Gregory W.",Incumbent,Green,"3,587",Challenger,139,"169,503",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 139,Gregory Meeks,D,5,NY,District 5,D+30
2016,House,NY-06,Solid D,D,27.05,72.95,1.12,"50,617","Maio, Danniel",Challenger,"136,506","Meng, Grace",Incumbent,HealthCare,"2,123",Challenger,187,"85,889",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 187,Grace Meng,D,6,NY,District 6,D+15
2016,House,NY-07,Solid D,D,9.22,90.78,0.14,"17,478","Romaguera, Allan E.",Challenger,"172,146","Velazquez, Nydia",Incumbent,Write-in,266,Challenger,N/A,"154,668",,11/7/16,New York,,Nydia Velázquez,D,7,NY,District 7,D+31
2016,House,NY-08,Solid D,D,0,100,6.69,N/A,N/A,N/A,"214,595","Jeffries, Hakeem",Incumbent,Conservative,"15,401",Challenger,207,"199,194",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 207,Hakeem Jeffries,D,8,NY,District 8,D+26
2016,House,NY-09,Solid D,D,0,100,7.57,N/A,N/A,N/A,"214,189","Clarke, Yvette D.",Incumbent,Conservative,"17,576",Challenger,329,"196,613",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 329,Yvette Clarke,D,9,NY,District 9,D+25
2016,House,NY-10,Solid D,D,21.87,78.13,0.12,"53,857","Rosenthal, Philip",Challenger,"192,371","Nadler, Jerrold",Incumbent,Write-in,297,Challenger,N/A,"138,514",,11/7/16,New York,,Jerry Nadler,D,10,NY,District 10,D+35
2016,House,NY-11,Solid R,R,62.64,37.36,1.68,"142,934","Donovan, Daniel M. Jr.",Incumbent,"85,257","Reichard, Richard",Challenger,Green,"3,906",Challenger,220,"57,677",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 220,Daniel Donovan,R,11,NY,District 11,R+6
2016,House,NY-12,Solid D,D,16.82,83.18,0.11,"49,399","Ardini, Robert",Challenger,"244,358","Maloney, Carolyn B.",Incumbent,Write-in,314,Challenger,N/A,"194,959",,11/7/16,New York,,Carolyn Maloney,D,12,NY,District 12,D+34
2016,House,NY-14,Solid D,D,17.15,82.85,0.11,"30,545","Spotorno, Frank",Challenger,"147,587","Crowley, Joseph",Incumbent,Write-in,191,Challenger,N/A,"117,042",,11/7/16,New York,,Joseph Crowley,D,14,NY,District 14,D+28
2016,House,NY-13,Solid D,D,7.21,92.79,3.53,"16,089","Evans, Tony",Challenger,"207,194","Espaillat, Adriano",Challenger,Green,"8,248",Challenger,"2,206","191,105",,11/7/16,New York,"The other vote was: Fenstermaker, Scott Lloyd (No Party Affiliation) 1,877; Scattered Write-Ins (Write-in) 329",Open (Rangel),D,13,NY,District 13,D+38
2016,House,NY-15,Solid D,D,3.57,96.43,1.21,"6,129","Vega, Alejandro",Challenger,"165,688","Serrano, Jose E.",Incumbent,Conservative,"2,104",Challenger,115,"159,559",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 115,José Serrano,D,15,NY,District 15,D+35
2016,House,NY-16,Solid D,D,0,100,5.32,N/A,N/A,N/A,"209,857","Engel, Eliot L.",Incumbent,People's Choice Congress,"11,825",Challenger,548,"198,032",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 548,Eliot Engel,D,16,NY,District 16,D+20
2016,House,NY-17,Solid D,D,0,100,0.95,N/A,N/A,N/A,"214,530","Lowey, Nita M.",Incumbent,Write-in,"2,055",Challenger,N/A,"212,475",,11/7/16,New York,,Nita Lowey,D,17,NY,District 17,D+3
2016,House,NY-18,Solid D,D,44.39,55.61,0.03,"129,369","Oliva, Phil",Challenger,"162,060","Maloney, Sean",Incumbent,Write-in,98,Challenger,N/A,"32,691",,11/7/16,New York,,Sean Patrick Maloney,D,18,NY,District 18,D+1
2016,House,NY-19,Toss Up,R,54.06,45.94,0.07,"166,171","Faso, John",Challenger,"141,224","Teachout, Zephyr",Challenger,Write-in,219,Challenger,N/A,"24,947",,11/7/16,New York,,Open (Gibson),R,19,NY,District 19,EVEN
2016,House,NY-20,Solid D,D,32.11,67.89,0.06,"100,740","Vitollo, Francis Joseph",Challenger,"213,018","Tonko, Paul D.",Incumbent,Write-in,181,Challenger,N/A,"112,278",,11/7/16,New York,,Paul Tonko,D,20,NY,District 20,D+7
2016,House,NY-21,Likely R,R,68.41,31.59,4.57,"177,886","Stefanik, Elise",Incumbent,"82,161","Derrick, Mike",Challenger,Green,"12,452",Challenger,107,"95,725",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 107,Elise Stefanik,R,21,NY,District 21,R+9
2016,House,NY-22,Lean R,R,53.11,46.89,12.44,"129,444","Tenney, Claudia",Challenger,"114,266","Myers, Kim",Challenger,Independent,"34,638",Challenger,183,"15,178",,11/7/16,New York,The other vote was: Scattered Write-Ins (Write-in) 183,Open (Hanna),R,22,NY,District 22,D+1
2016,House,NY-23,Likely R,R,57.59,42.41,0.04,"161,050","Reed, Thomas W. II",Incumbent,"118,584","Plumb, John",Challenger,Write-in,101,Challenger,N/A,"42,466",,11/7/16,New York,,Tom Reed,R,23,NY,District 23,R+12
